:@computed_region_92fq_4b7q,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_sbqj_enih,:@computed_region_yeji_bk3q,borough,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,cross_street_name,date,latitude,location,location_address,location_city,location_state,location_zip,longitude,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_persons_injured,number_of_persons_killed,off_street_name,on_street_name,time,unique_key,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,zip_code
2,11275,29,30,5,,Turning Improperly,Unspecified,,,,,2017-09-29T00:00:00.000,40.8927,POINT (-73.852394 40.8927),,,,,-73.852394,0,0,3,0,0,0,3,0,,EAST 234 STREET                 ,17:00,3761438,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
2,11607,29,30,5,BRONX,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.86832,POINT (-73.83317 40.86832),,,,,-73.83317,0,0,0,0,0,0,0,0,EDSON AVENUE,BARTOW AVENUE                   ,20:00,3761439,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10475
15,17217,60,43,2,BROOKLYN,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,,2017-09-29T00:00:00.000,40.61628,POINT (-73.95356 40.61628),,,,,-73.95356,0,0,0,0,0,0,0,0,EAST 21 STREET,AVENUE N                        ,9:00,3760330,PASSENGER VEHICLE,,,,,11210
3,13832,22,67,3,QUEENS,Backing Unsafely,Unspecified,,,,30-01     STRATTON STREET               ,2017-09-29T00:00:00.000,40.769848,POINT (-73.8348 40.769848),,,,,-73.8348,0,0,0,0,0,0,0,0,,,9:00,3759650,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11354
11,13510,60,43,2,BROOKLYN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-29T00:00:00.000,40.644615,POINT (-73.962166 40.644615),,,,,-73.962166,0,0,0,0,0,0,0,0,EAST 18 STREET,BEVERLEY ROAD                   ,16:30,3760329,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11226
47,24669,63,63,3,,Unspecified,,,,,,2017-09-29T00:00:00.000,40.666943,POINT (-73.7704 40.666943),,,,,-73.7704,0,0,0,0,1,0,1,0,,SOUTH CONDUIT AVENUE            ,8:00,3759654,PASSENGER VEHICLE,,,,,
20,14192,22,67,3,,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.78356,POINT (-73.82449 40.78356),,,,,-73.82449,0,0,0,0,0,0,0,0,,,21:00,3760318,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
20,14191,22,67,3,QUEENS,Backing Unsafely,Unspecified,,,,18-35     COLLEGE POINT BOULEVARD       ,2017-09-29T00:00:00.000,40.782955,POINT (-73.84586 40.782955),,,,,-73.84586,0,0,0,0,0,0,0,0,,,18:30,3760317,PASSENGER VEHICLE,,,,,11356
11,13510,60,43,2,BROOKLYN,Driver Inattention/Distraction,,,,,361       EAST 22 STREET                ,2017-09-29T00:00:00.000,40.64299,POINT (-73.95644 40.64299),,,,,-73.95644,0,0,0,0,1,0,1,0,,,17:40,3760321,,,,,,11226
15,13826,32,36,2,,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.583485,POINT (-73.9601 40.583485),,,,,-73.9601,0,0,1,0,0,0,1,0,BANNER AVENUE,CONEY ISLAND AVENUE             ,12:43,3759690,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
20,13831,22,67,3,,Unsafe Lane Changing,Unspecified,,,,,2017-09-29T00:00:00.000,40.78076,POINT (-73.825424 40.78076),,,,,-73.825424,0,0,0,0,0,0,0,0,,,11:15,3759655,PASSENGER VEHICLE,,,,,
3,14190,22,67,3,,Traffic Control Disregarded,Traffic Control Disregarded,,,,,2017-09-29T00:00:00.000,40.7621,POINT (-73.81572 40.7621),,,,,-73.81572,0,0,0,0,0,0,0,0,,41 AVENUE                       ,8:30,3759649,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
15,13512,32,36,2,,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.60677,POINT (-73.94892 40.60677),,,,,-73.94892,0,0,0,0,0,0,0,0,,AVENUE R                        ,8:30,3759673,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
11,13510,17,44,2,BROOKLYN,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.655632,POINT (-73.95987 40.655632),,,,,-73.95987,0,0,0,0,0,0,0,0,FLATBUSH AVENUE,PARKSIDE AVENUE                 ,15:30,3760322,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11225
,,,,,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,7 avenue,35 street                       ,18:04,3760383,PASSENGER VEHICLE,,,,,10001
3,14190,22,67,3,,Failure to Yield Right-of-Way,,,,,,2017-09-29T00:00:00.000,40.757946,POINT (-73.81924 40.757946),,,,,-73.81924,0,0,0,0,1,0,1,0,,PARSONS BOULEVARD               ,10:30,3760310,PICK-UP TRUCK,,,,,
3,14190,22,67,3,,Failure to Yield Right-of-Way,,,,,,2017-09-29T00:00:00.000,40.74376,POINT (-73.825676 40.74376),,,,,-73.825676,0,0,0,0,0,0,0,0,,MAIN STREET                     ,14:30,3760311,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
13,10369,4,74,1,STATEN ISLAND,Driver Inattention/Distraction,Unspecified,Unspecified,,,,2017-09-29T00:00:00.000,40.634594,POINT (-74.10215 40.634594),,,,,-74.10215,0,0,2,0,0,0,2,0,HUNTER PLACE,CASTLETON AVENUE                ,22:03,3761413,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,10301
13,10697,4,74,1,STATEN ISLAND,Traffic Control Disregarded,Unspecified,,,,,2017-09-29T00:00:00.000,40.623997,POINT (-74.10893 40.623997),,,,,-74.10893,0,0,2,0,0,0,2,0,OAKLAND AVENUE,WHITEWOOD AVENUE                ,18:30,3761409,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10310
14,10700,4,74,1,STATEN ISLAND,Unspecified,,,,,,2017-09-29T00:00:00.000,40.61295,POINT (-74.12464 40.61295),,,,,-74.12464,0,0,0,0,0,0,0,0,SOUTH GREENLEAF AVENUE,VICTORY BOULEVARD               ,15:00,3761418,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10314
13,10697,4,74,1,STATEN ISLAND,Brakes Defective,,,,,981       CASTLETON AVENUE              ,2017-09-29T00:00:00.000,40.63475,POINT (-74.115135 40.63475),,,,,-74.115135,0,0,0,0,0,0,0,0,,,17:49,3761406,PASSENGER VEHICLE,,,,,10310
13,10369,4,74,1,STATEN ISLAND,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.616413,POINT (-74.103516 40.616413),,,,,-74.103516,0,0,1,0,0,0,1,0,VICTORY BOULEVARD,CLOVE ROAD                      ,16:00,3761401,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10301
13,10697,4,74,1,STATEN ISLAND,Reaction to Other Uninvolved Vehicle,Unspecified,,,,832       POST AVENUE                   ,2017-09-29T00:00:00.000,40.631054,POINT (-74.12866 40.631054),,,,,-74.12866,0,0,0,0,0,0,0,0,,,17:53,3761407,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10310
3,14190,22,67,3,QUEENS,Unspecified,,,,,140-26    FRANKLIN AVENUE               ,2017-09-29T00:00:00.000,40.75609,POINT (-73.82379 40.75609),,,,,-73.82379,0,0,1,0,1,0,2,0,,,15:45,3760313,SPORT UTILITY / STATION WAGON,,,,,11355
19,12420,20,12,4,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,1         WEST 64 STREET                ,2017-09-29T00:00:00.000,40.77132,POINT (-73.980034 40.77132),,,,,-73.980034,0,0,0,0,0,0,0,0,,,10:35,3759616,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10023
13,10697,4,74,1,STATEN ISLAND,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.62619,POINT (-74.11968 40.62619),,,,,-74.11968,0,0,0,0,0,0,0,0,CLOVE LAKE PLACE,CLOVE ROAD                      ,16:20,3761400,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10310
13,10369,4,74,1,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.61897,POINT (-74.09364 40.61897),,,,,-74.09364,0,0,0,0,0,0,0,0,STRATFORD AVENUE,HOWARD AVENUE                   ,14:52,3761408,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
6,24332,41,61,3,,Unspecified,,,,,,2017-09-29T00:00:00.000,40.711945,POINT (-73.77451 40.711945),,,,,-73.77451,0,0,0,0,1,0,1,0,,186 STREET                      ,1:25,3759599,TAXI,,,,,
5,14785,66,68,3,,Unsafe Lane Changing,Unspecified,,,,,2017-09-29T00:00:00.000,40.73404,POINT (-73.86449 40.73404),,,,,-73.86449,0,0,0,0,0,0,0,0,,,4:55,3759598,SPORT UTILITY / STATION WAGON,,,,,
10,13094,12,10,4,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-29T00:00:00.000,40.75979,POINT (-73.98793 40.75979),,,,,-73.98793,0,0,0,0,0,0,0,0,,8 AVENUE                        ,5:15,3759601,TAXI,SPORT UTILITY / STATION WAGON,,,,
10,12077,57,3,4,,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.729824,POINT (-74.00496 40.729824),,,,,-74.00496,0,0,0,0,0,0,0,0,,7 AVENUE SOUTH                  ,21:50,3761392,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
13,10697,4,74,1,STATEN ISLAND,Failure to Yield Right-of-Way,Unspecified,,,,739       HENDERSON AVENUE              ,2017-09-29T00:00:00.000,40.637054,POINT (-74.11694 40.637054),,,,,-74.11694,0,0,0,0,0,0,0,0,,,18:25,3761391,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10310
4,16860,39,72,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,28-05     37 STREET                     ,2017-09-29T00:00:00.000,40.765987,POINT (-73.91549 40.765987),,,,,-73.91549,0,0,0,0,0,0,0,0,,,22:35,3761361,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,,11103
20,14192,22,67,3,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.78781,POINT (-73.82341 40.78781),,,,,-73.82341,0,0,0,0,0,0,0,0,,,15:40,3760314,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
13,10691,4,74,1,,Driver Inattention/Distraction,,,,,,2017-09-29T00:00:00.000,40.624485,POINT (-74.07998 40.624485),,,,,-74.07998,0,0,0,0,0,0,0,0,CANAL STREET,BROAD STREET                    ,9:45,3761389,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
13,10697,4,74,1,STATEN ISLAND,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.645126,POINT (-74.10873 40.645126),,,,,-74.10873,0,0,0,0,0,0,0,0,BARD AVENUE,RICHMOND TERRACE                ,0:00,3761399,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10310
13,10697,4,74,1,STATEN ISLAND,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.6347,POINT (-74.106544 40.6347),,,,,-74.106544,0,0,0,0,0,0,0,0,CASTLETON AVENUE,BARD AVENUE                     ,23:05,3761423,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10310
43,11610,58,26,5,BRONX,Turning Improperly,Unsafe Speed,,,,,2017-09-29T00:00:00.000,40.8283,POINT (-73.88296 40.8283),,,,,-73.88296,0,0,0,0,0,0,0,0,WESTCHESTER AVENUE,BRONX RIVER AVENUE              ,0:00,3761335,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10472
45,18183,32,36,2,BROOKLYN,Backing Unsafely,Following Too Closely,,,,1893      EAST 3 STREET                 ,2017-09-29T00:00:00.000,40.603848,POINT (-73.9699 40.603848),,,,,-73.9699,0,0,0,0,0,0,0,0,,,1:00,3759566,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11223
31,11269,58,26,5,,Following Too Closely,Unspecified,Unspecified,,,,2017-09-29T00:00:00.000,40.836155,POINT (-73.87179 40.836155),,,,,-73.87179,0,0,0,0,0,0,0,0,,,20:30,3761328,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
38,17613,36,57,2,,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.714104,POINT (-73.95322 40.714104),,,,,-73.95322,0,0,0,0,0,0,0,0,,,20:00,3761320,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
43,11611,58,26,5,,Unsafe Lane Changing,Unspecified,,,,,2017-09-29T00:00:00.000,40.82304,POINT (-73.88193 40.82304),,,,,-73.88193,0,0,0,0,0,0,0,0,,,11:55,3761322,TAXI,,,,,
30,17213,36,56,2,BROOKLYN,Driver Inattention/Distraction,,,,,,2017-09-29T00:00:00.000,40.70679,POINT (-73.933716 40.70679),,,,,-73.933716,0,0,0,0,1,0,1,0,BOGART STREET,INGRAHAM STREET                 ,8:30,3761319,SPORT UTILITY / STATION WAGON,,,,,11206
30,17213,36,56,2,BROOKLYN,Backing Unsafely,Unspecified,,,,,2017-09-29T00:00:00.000,40.702713,POINT (-73.937325 40.702713),,,,,-73.937325,0,0,0,0,0,0,0,0,COOK STREET,BUSHWICK AVENUE                 ,12:50,3761323,PASSENGER VEHICLE,,,,,11206
38,17613,68,55,2,BROOKLYN,Oversized Vehicle,Unspecified,,,,,2017-09-29T00:00:00.000,40.704254,POINT (-73.96722 40.704254),,,,,-73.96722,0,0,0,0,0,0,0,0,KENT AVENUE,CLYMER STREET                   ,15:40,3761315,SPORT UTILITY / STATION WAGON,,,,,11249
30,17213,36,56,2,BROOKLYN,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,30        MAUJER STREET                 ,2017-09-29T00:00:00.000,40.71033,POINT (-73.94972 40.71033),,,,,-73.94972,0,0,0,0,0,0,0,0,,,2:15,3761313,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,11206
43,11611,58,26,5,BRONX,Following Too Closely,Unspecified,Unspecified,,,,2017-09-29T00:00:00.000,40.8218,POINT (-73.87664 40.8218),,,,,-73.87664,0,0,0,0,0,0,0,0,BOYNTON AVENUE,STORY AVENUE                    ,12:45,3761316,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10473
37,13828,42,53,2,BROOKLYN,Turning Improperly,Unspecified,,,,1518      MYRTLE AVENUE                 ,2017-09-29T00:00:00.000,40.699368,POINT (-73.912895 40.699368),,,,,-73.912895,0,0,0,0,0,0,0,0,,,11:15,3761282,,,,,,11237
37,13828,42,53,2,BROOKLYN,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,,2017-09-29T00:00:00.000,40.6993,POINT (-73.91361 40.6993),,,,,-73.91361,1,0,0,0,0,0,1,0,LINDEN STREET,MYRTLE AVENUE                   ,7:50,3761285,SPORT UTILITY / STATION WAGON,BICYCLE,,,,11237
38,17613,36,56,2,BROOKLYN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,,2017-09-29T00:00:00.000,40.699482,POINT (-73.96104 40.699482),,,,,-73.96104,0,0,0,0,0,0,0,0,CLASSON AVENUE,KENT AVENUE                     ,17:30,3761317,PASSENGER VEHICLE,,,,,11249
36,12424,37,17,4,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.815952,POINT (-73.954384 40.815952),,,,,-73.954384,0,0,0,0,0,0,0,0,,AMSTERDAM AVENUE                ,14:00,3761264,SPORT UTILITY / STATION WAGON,,,,,
3,14190,22,67,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.75819,POINT (-73.82318 40.75819),,,,,-73.82318,0,0,0,0,0,0,0,0,SANFORD AVENUE,BOWNE STREET                    ,18:30,3760315,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11355
,,,,,,Unsafe Lane Changing,Unspecified,,,,,2017-09-29T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,,,7:50,3759691,SPORT UTILITY / STATION WAGON,,,,,
,,,,,MANHATTAN,Other Vehicular,Unspecified,,,,549       W 123rd St                    ,2017-09-29T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,,,11:50,3761269,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10027
38,17613,36,56,2,BROOKLYN,Passing or Lane Usage Improper,Unspecified,,,,,2017-09-29T00:00:00.000,40.70166,POINT (-73.961464 40.70166),,,,,-73.961464,0,0,0,0,0,0,0,0,WYTHE AVENUE,WILLIAMSBURG STREET WEST        ,17:17,3761318,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11249
28,24011,46,60,3,QUEENS,Backing Unsafely,Unspecified,,,,,2017-09-29T00:00:00.000,40.703217,POINT (-73.82428 40.703217),,,,,-73.82428,0,0,0,0,0,0,0,0,127 STREET,HILLSIDE AVENUE                 ,17:05,3761239,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11418
34,24014,38,60,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.706985,POINT (-73.83782 40.706985),,,,,-73.83782,0,0,0,0,0,0,0,0,GROSVENOR ROAD,PARK LANE SOUTH                 ,7:55,3761225,PASSENGER VEHICLE,,,,,11418
41,24017,46,60,3,,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,,2017-09-29T00:00:00.000,40.694504,POINT (-73.849144 40.694504),,,,,-73.849144,0,0,3,0,0,0,3,0,96 STREET,JAMAICA AVENUE                  ,17:00,3761243,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
28,14784,40,70,3,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.731182,POINT (-73.871605 40.731182),,,,,-73.871605,0,0,0,0,0,0,0,0,,WOODHAVEN BOULEVARD             ,6:14,3759508,TAXI,SPORT UTILITY / STATION WAGON,,,,
8,13827,5,42,2,BROOKLYN,Unspecified,,,,,1153      REMSEN AVENUE                 ,2017-09-29T00:00:00.000,40.641293,POINT (-73.90715 40.641293),,,,,-73.90715,0,0,0,0,0,0,0,0,,,20:30,3761219,SPORT UTILITY / STATION WAGON,,,,,11236
41,24017,46,60,3,,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-29T00:00:00.000,40.694504,POINT (-73.849144 40.694504),,,,,-73.849144,0,0,0,0,0,0,0,0,JAMAICA AVENUE,96 STREET                       ,18:00,3761246,PASSENGER VEHICLE,PICK-UP TRUCK,,,,
32,12075,57,2,4,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.724136,POINT (-73.992615 40.724136),,,,,-73.992615,0,0,0,0,0,0,0,0,,EAST HOUSTON STREET             ,10:00,3761204,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
46,24015,46,60,3,,Glare,,,,,,2017-09-29T00:00:00.000,40.69132,POINT (-73.83142 40.69132),,,,,-73.83142,0,0,0,0,1,0,1,0,,95 AVENUE                       ,7:45,3761206,PASSENGER VEHICLE,,,,,
24,14509,25,65,3,,Driver Inattention/Distraction,Unsafe Speed,,,,,2017-09-29T00:00:00.000,40.716953,POINT (-73.82216 40.716953),,,,,-73.82216,0,0,0,0,0,0,0,0,,,0:05,3761202,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
46,24015,46,60,3,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.690174,POINT (-73.83386 40.690174),,,,,-73.83386,0,0,3,0,0,0,3,0,,111 STREET                      ,23:15,3761247,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
12,11274,43,28,5,,Unsafe Lane Changing,Unspecified,,,,,2017-09-29T00:00:00.000,40.817734,POINT (-73.8047 40.817734),,,,,-73.8047,0,0,0,0,0,0,0,0,,,23:15,3761179,PASSENGER VEHICLE,,,,,
12,11274,43,28,5,,Failure to Keep Right,Unspecified,,,,,2017-09-29T00:00:00.000,40.829685,POINT (-73.8253 40.829685),,,,,-73.8253,0,0,0,0,0,0,0,0,,EAST TREMONT AVENUE             ,20:24,3761174,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
12,11273,44,28,5,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.870777,POINT (-73.81923 40.870777),,,,,-73.81923,0,0,0,0,0,0,0,0,,,16:14,3761181,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
14,10700,30,75,1,,Unspecified,Unspecified,Unspecified,,,,2017-09-29T00:00:00.000,40.60235,POINT (-74.189606 40.60235),,,,,-74.189606,0,0,1,0,0,0,1,0,CHELSEA ROAD,SOUTH AVENUE                    ,17:52,3761161,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12,11274,43,28,5,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.817074,POINT (-73.82232 40.817074),,,,,-73.82232,0,0,0,0,0,0,0,0,,HUNTINGTON AVENUE               ,14:12,3761168,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
,,,,,,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.8047,POINT (-73.83141 40.8047),,,,,-73.83141,0,0,0,0,0,0,0,0,,,7:55,3761182,PASSENGER VEHICLE,VAN,,,,
28,24011,46,60,3,,Driver Inattention/Distraction,Unspecified,Unspecified,,,,2017-09-29T00:00:00.000,40.71314,POINT (-73.8241 40.71314),,,,,-73.8241,0,0,2,0,0,0,2,0,,,11:15,3761140,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11,13510,61,40,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,2802      ALBEMARLE ROAD                ,2017-09-29T00:00:00.000,40.648067,POINT (-73.951004 40.648067),,,,,-73.951004,0,0,0,0,0,0,0,0,,,21:15,3761134,PASSENGER VEHICLE,MOTORCYCLE,,,,11226
15,13826,21,35,2,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.586334,POINT (-73.9619 40.586334),,,,,-73.9619,0,0,0,0,0,0,0,0,,EAST 7 STREET                   ,6:00,3759479,PASSENGER VEHICLE,,,,,
49,13516,69,52,2,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.679276,POINT (-73.92906 40.679276),,,,,-73.92906,0,0,0,0,0,0,0,0,UTICA AVENUE,FULTON STREET                   ,13:35,3761139,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
12,11274,43,28,5,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.829098,POINT (-73.836494 40.829098),,,,,-73.836494,0,0,0,0,0,0,0,0,,,21:09,3761183,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
32,12076,56,1,4,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-29T00:00:00.000,40.72225,POINT (-74.00592 40.72225),,,,,-74.00592,0,0,0,0,0,0,0,0,AVENUE OF THE AMERICAS,CANAL STREET                    ,21:37,3761251,TAXI,TAXI,,,,
17,16866,61,40,2,,Other Vehicular,Unspecified,,,,,2017-09-29T00:00:00.000,40.65605,POINT (-73.92361 40.65605),,,,,-73.92361,0,0,0,0,0,0,0,0,REMSEN AVENUE,LENOX ROAD                      ,9:40,3761127,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
17,16866,61,40,2,BROOKLYN,Other Vehicular,Unspecified,,,,,2017-09-29T00:00:00.000,40.654682,POINT (-73.94134 40.654682),,,,,-73.94134,0,0,0,0,0,0,0,0,EAST 39 STREET,LENOX ROAD                      ,10:59,3761125,SPORT UTILITY / STATION WAGON,,,,,11203
11,13510,60,43,2,BROOKLYN,Unspecified,Unspecified,Unspecified,,,,2017-09-29T00:00:00.000,40.642887,POINT (-73.95454 40.642887),,,,,-73.95454,0,0,1,0,0,0,1,0,BEDFORD AVENUE,CLARENDON ROAD                  ,0:30,3761129,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11226
39,13091,47,21,4,MANHATTAN,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.848392,POINT (-73.937675 40.848392),,,,,-73.937675,0,0,0,0,0,0,0,0,BROADWAY,WEST 178 STREET                 ,10:30,3761111,SPORT UTILITY / STATION WAGON,,,,,10033
11,13510,61,40,2,,Failure to Yield Right-of-Way,,,,,,2017-09-29T00:00:00.000,40.648834,POINT (-73.95112 40.648834),,,,,-73.95112,0,0,0,0,0,0,0,0,,SNYDER AVENUE                   ,13:15,3761120,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
13,10370,4,75,1,,Failure to Yield Right-of-Way,,,,,,2017-09-29T00:00:00.000,40.635014,POINT (-74.13263 40.635014),,,,,-74.13263,0,0,0,0,1,0,1,0,CASTLETON AVENUE,HEBERTON AVENUE                 ,8:30,3761107,PASSENGER VEHICLE,,,,,
39,13090,47,21,4,MANHATTAN,Unsafe Lane Changing,Unspecified,,,,,2017-09-29T00:00:00.000,40.84103,POINT (-73.94463 40.84103),,,,,-73.94463,0,0,0,0,0,0,0,0,WEST 165 STREET,RIVERSIDE DRIVE                 ,11:45,3761108,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10032
30,18181,42,53,2,BROOKLYN,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.68949,POINT (-73.92207 40.68949),,,,,-73.92207,0,0,0,0,0,0,0,0,BROADWAY,GATES AVENUE                    ,23:55,3761109,PASSENGER VEHICLE,,,,,11221
17,16866,61,40,2,BROOKLYN,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.655334,POINT (-73.93077 40.655334),,,,,-73.93077,0,0,0,0,0,0,0,0,UTICA AVENUE,LENOX ROAD                      ,11:30,3761131,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11203
21,14510,67,68,3,,Unspecified,Unspecified,Unspecified,Unspecified,,,2017-09-29T00:00:00.000,40.741806,POINT (-73.8463 40.741806),,,,,-73.8463,0,0,0,0,0,0,0,0,,,14:45,3761093,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
,,,,,QUEENS,Driver Inattention/Distraction,,,,,,2017-09-29T00:00:00.000,,,,,,,,0,0,0,0,1,0,1,0,78 street,Woodside Ave                    ,10:30,3761087,SPORT UTILITY / STATION WAGON,,,,,11373
3,14510,22,68,3,,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,,2017-09-29T00:00:00.000,40.763885,POINT (-73.84002 40.763885),,,,,-73.84002,0,0,3,0,0,0,3,0,,,19:15,3761082,PASSENGER VEHICLE,,,,,
,,,,,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,59 AVENUE,LIE                             ,7:10,3761080,PASSENGER VEHICLE,,,,,
