:@computed_region_92fq_4b7q,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_sbqj_enih,:@computed_region_yeji_bk3q,borough,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,cross_street_name,date,latitude,location,location_address,location_city,location_state,location_zip,longitude,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_persons_injured,number_of_persons_killed,off_street_name,on_street_name,time,unique_key,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,zip_code
21,14510,67,68,3,,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,2017-09-29T00:00:00.000,40.741447,POINT (-73.84603 40.741447),,,,,-73.84603,0,0,2,0,0,0,2,0,,,20:30,3761083,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
,,,,,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,horace harding and 108 street,HORACE HARDING EXPRESSWAY       ,18:30,3761084,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
26,13510,61,40,2,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.640766,POINT (-73.951416 40.640766),,,,,-73.951416,0,0,0,0,0,0,0,0,,AVENUE D                        ,16:30,3761133,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
32,12076,56,1,4,,Unspecified,,,,,,2017-09-29T00:00:00.000,40.72135,POINT (-74.00465 40.72135),,,,,-74.00465,0,0,0,0,0,0,0,0,,CANAL STREET                    ,0:12,3761252,SPORT UTILITY / STATION WAGON,,,,,
,,,,,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-29T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,Rockaway Parkway,Flatlands Avenue                ,23:05,3760293,PASSENGER VEHICLE,PICK-UP TRUCK,,,,11236
12,11271,59,32,5,BRONX,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,,2017-09-29T00:00:00.000,40.848602,POINT (-73.8612 40.848602),,,,,-73.8612,0,0,0,0,0,0,0,0,BRONXDALE AVENUE,RHINELANDER AVENUE              ,22:53,3760296,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,10462
25,13827,5,42,2,BROOKLYN,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.646175,POINT (-73.91055 40.646175),,,,,-73.91055,0,0,0,0,0,0,0,0,KRIER PLACE,EAST 92 STREET                  ,10:30,3760288,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11236
49,17618,69,51,2,,Unspecified,,,,,,2017-09-29T00:00:00.000,40.680195,POINT (-73.9555 40.680195),,,,,-73.9555,0,0,0,0,0,0,0,0,,LEFFERTS PLACE                  ,15:00,3760275,SPORT UTILITY / STATION WAGON,,,,,
8,13827,5,42,2,,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-29T00:00:00.000,40.637085,POINT (-73.91484 40.637085),,,,,-73.91484,0,0,0,0,0,0,0,0,,GLENWOOD ROAD                   ,5:05,3760287,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
21,14785,66,68,3,,Unsafe Lane Changing,,,,,,2017-09-29T00:00:00.000,40.734978,POINT (-73.8614 40.734978),,,,,-73.8614,0,0,0,0,0,0,0,0,,,7:30,3761071,SPORT UTILITY / STATION WAGON,,,,,
32,12075,57,1,4,MANHATTAN,Unsafe Lane Changing,Unspecified,,,,,2017-09-29T00:00:00.000,40.724236,POINT (-73.997795 40.724236),,,,,-73.997795,0,0,0,0,0,0,0,0,PRINCE STREET,BROADWAY                        ,18:20,3761036,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10012
49,17213,69,51,2,BROOKLYN,Passing or Lane Usage Improper,Unspecified,,,,1064      MYRTLE AVENUE                 ,2017-09-29T00:00:00.000,40.69651,POINT (-73.93927 40.69651),,,,,-73.93927,0,0,0,0,0,0,0,0,,,15:10,3760263,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11206
48,17618,69,51,2,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.68187,POINT (-73.955826 40.68187),,,,,-73.955826,0,0,0,0,0,0,0,0,,FRANKLIN AVENUE                 ,15:45,3760265,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
49,17618,69,51,2,BROOKLYN,,,,,,1212      FULTON STREET                 ,2017-09-29T00:00:00.000,40.680534,POINT (-73.952156 40.680534),,,,,-73.952156,0,0,0,0,1,0,1,0,,,12:20,3760260,SPORT UTILITY / STATION WAGON,,,,,11216
49,17213,69,51,2,,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,,,,,2017-09-29T00:00:00.000,40.69255,POINT (-73.94864 40.69255),,,,,-73.94864,0,0,0,0,0,0,0,0,,MARCY AVENUE                    ,19:25,3760267,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
38,17212,69,51,2,BROOKLYN,Oversized Vehicle,,,,,651       MYRTLE AVENUE                 ,2017-09-29T00:00:00.000,40.694412,POINT (-73.95766 40.694412),,,,,-73.95766,0,0,0,0,0,0,0,0,,,9:20,3760261,SPORT UTILITY / STATION WAGON,,,,,11205
12,11270,59,32,5,BRONX,Driver Inattention/Distraction,,,,,,2017-09-29T00:00:00.000,40.84169,POINT (-73.84009 40.84169),,,,,-73.84009,0,0,0,0,0,0,0,0,LITTLE LEAGUE PLACE,WESTCHESTER AVENUE              ,11:15,3760301,PASSENGER VEHICLE,,,,,10461
5,14784,66,68,3,QUEENS,Oversized Vehicle,Unspecified,,,,,2017-09-29T00:00:00.000,40.741882,POINT (-73.87217 40.741882),,,,,-73.87217,0,0,0,0,0,0,0,0,92 STREET,48 AVENUE                       ,9:25,3761073,PASSENGER VEHICLE,,,,,11373
16,24335,63,63,3,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.725983,POINT (-73.72421 40.725983),,,,,-73.72421,0,0,1,0,0,0,1,0,,,15:15,3760246,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
16,24337,63,63,3,QUEENS,Unsafe Lane Changing,Unspecified,,,,,2017-09-29T00:00:00.000,40.714634,POINT (-73.75133 40.714634),,,,,-73.75133,0,0,0,0,0,0,0,0,209 STREET,JAMAICA AVENUE                  ,14:25,3760243,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11428
22,10936,6,29,5,,Turning Improperly,Passing or Lane Usage Improper,,,,,2017-09-29T00:00:00.000,40.858986,POINT (-73.89382 40.858986),,,,,-73.89382,0,0,0,0,0,0,0,0,WEBSTER AVENUE,EAST 187 STREET                 ,20:00,3760247,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
47,24669,63,63,3,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.667038,POINT (-73.7682 40.667038),,,,,-73.7682,0,0,0,0,0,0,0,0,,,17:15,3760239,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
28,14786,40,70,3,QUEENS,Unspecified,,,,,,2017-09-29T00:00:00.000,40.71976,POINT (-73.84369 40.71976),,,,,-73.84369,0,0,0,0,0,0,0,0,71 ROAD,AUSTIN STREET                   ,16:35,3760233,PASSENGER VEHICLE,,,,,11375
47,15313,63,63,3,QUEENS,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.660454,POINT (-73.75661 40.660454),,,,,-73.75661,0,0,1,0,0,0,1,0,224 STREET,146 AVENUE                      ,18:10,3760240,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11413
38,18182,36,57,2,BROOKLYN,Unspecified,,,,,802       MANHATTAN AVENUE              ,2017-09-29T00:00:00.000,40.727802,POINT (-73.95308 40.727802),,,,,-73.95308,0,0,0,0,0,0,0,0,,,14:00,3760248,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11222
28,14786,40,70,3,,Backing Unsafely,Unspecified,,,,,2017-09-29T00:00:00.000,40.72337,POINT (-73.8483 40.72337),,,,,-73.8483,0,0,0,0,0,0,0,0,69 ROAD,QUEENS BOULEVARD                ,13:45,3760227,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
41,20531,51,58,3,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.5837,POINT (-73.81597 40.5837),,,,,-73.81597,0,0,0,0,0,0,0,0,BEACH 95 STREET,SHORE FRONT PARKWAY             ,17:00,3760223,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
18,17621,2,39,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.634914,POINT (-73.99497 40.634914),,,,,-73.99497,0,0,0,0,0,0,0,0,51 STREET,NEW UTRECHT AVENUE              ,19:04,3761003,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11219
48,13829,68,55,2,BROOKLYN,Unspecified,Unspecified,,,,361       WAVERLY AVENUE                ,2017-09-29T00:00:00.000,40.687237,POINT (-73.966644 40.687237),,,,,-73.966644,0,0,0,0,0,0,0,0,,,12:10,3760999,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,11238
28,14786,40,70,3,QUEENS,Unsafe Lane Changing,Unspecified,,,,,2017-09-29T00:00:00.000,40.71614,POINT (-73.83357 40.71614),,,,,-73.83357,0,0,0,0,0,0,0,0,77 AVENUE,QUEENS BOULEVARD                ,17:47,3760231,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11375
35,13093,7,16,4,MANHATTAN,Turning Improperly,Unspecified,,,,255       EAST 125 STREET               ,2017-09-29T00:00:00.000,40.8032,POINT (-73.934616 40.8032),,,,,-73.934616,0,0,0,0,0,0,0,0,,,19:55,3760222,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10035
38,18182,36,57,2,BROOKLYN,Backing Unsafely,Unspecified,,,,,2017-09-29T00:00:00.000,40.73555,POINT (-73.958534 40.73555),,,,,-73.958534,0,0,1,0,0,0,1,0,DUPONT STREET,FRANKLIN STREET                 ,17:51,3760249,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11222
21,14510,66,68,3,QUEENS,Backing Unsafely,,,,,,2017-09-29T00:00:00.000,40.740192,POINT (-73.85335 40.740192),,,,,-73.85335,0,0,0,0,2,0,2,0,VANDOREN STREET,108 STREET                      ,15:00,3761074,PASSENGER VEHICLE,,,,,11368
36,13093,7,16,4,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.806915,POINT (-73.93557 40.806915),,,,,-73.93557,0,0,0,0,0,0,0,0,,EAST 129 STREET                 ,15:00,3760216,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
36,13093,7,16,4,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.807014,POINT (-73.93551 40.807014),,,,,-73.93551,0,0,0,0,0,0,0,0,,LEXINGTON AVENUE                ,17:00,3760217,PICK-UP TRUCK,PASSENGER VEHICLE,,,,
,,,,,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-29T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,PARSONS BOULEVARD,GRAND CENTRAL PARKWAY           ,20:00,3760211,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
,,,,,,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,,,,,,,,0,0,1,0,0,0,1,0,SEAGRIT BOULEVARD,BEACH 17 STREET                 ,19:45,3760198,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,,,,,,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,,2017-09-29T00:00:00.000,,,,,,,,0,0,1,0,0,0,1,0,VANERVEER STREET,JAMAICA AVENUE                  ,20:00,3760984,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
,,,,,,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.608757,POINT (-74.038086 40.608757),,,,,-74.038086,0,0,0,0,0,0,0,0,,,7:40,3760993,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
7,18180,9,45,2,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-29T00:00:00.000,40.649742,POINT (-74.00917 40.649742),,,,,-74.00917,0,0,0,0,0,0,0,0,,4 AVENUE                        ,18:50,3760218,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
18,17621,2,39,2,BROOKLYN,Unspecified,Unspecified,,,,1411      60 STREET                     ,2017-09-29T00:00:00.000,40.627224,POINT (-73.99586 40.627224),,,,,-73.99586,0,0,0,0,0,0,0,0,,,8:47,3760208,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11219
16,24332,41,61,3,QUEENS,Reaction to Other Uninvolved Vehicle,Following Too Closely,,,,,2017-09-29T00:00:00.000,40.713436,POINT (-73.76119 40.713436),,,,,-73.76119,0,0,0,0,0,0,0,0,198 STREET,JAMAICA AVENUE                  ,12:15,3760973,SPORT UTILITY / STATION WAGON,,,,,11423
47,20529,51,59,3,QUEENS,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.596085,POINT (-73.76216 40.596085),,,,,-73.76216,0,0,0,0,0,0,0,0,BEACH 29 STREET,SEAGIRT BOULEVARD               ,7:05,3760202,SPORT UTILITY / STATION WAGON,,,,,11691
47,20529,51,59,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.609577,POINT (-73.75575 40.609577),,,,,-73.75575,0,0,0,0,0,0,0,0,BATTERY ROAD,CHANDLER STREET                 ,10:09,3760199,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11691
47,20529,51,59,3,QUEENS,Reaction to Other Uninvolved Vehicle,Unspecified,,,,,2017-09-29T00:00:00.000,40.594845,POINT (-73.761925 40.594845),,,,,-73.761925,0,0,0,0,0,0,0,0,BEACH 29 STREET,SEAGIRT AVENUE                  ,8:20,3760203,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11691
,,,,,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,DITMAS AVENUE,OCEAN PARKWAY                   ,2:05,3760209,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11218
24,24670,41,61,3,QUEENS,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.70058,POINT (-73.80775 40.70058),,,,,-73.80775,0,0,0,0,0,0,0,0,ARCHER AVENUE,SUTPHIN BOULEVARD               ,14:40,3760974,PASSENGER VEHICLE,,,,,11435
46,24670,41,61,3,QUEENS,Turning Improperly,Unspecified,,,,,2017-09-29T00:00:00.000,40.692726,POINT (-73.81065 40.692726),,,,,-73.81065,0,0,0,0,0,0,0,0,LLOYD ROAD,VANWYCK EXPRESSWAY              ,7:55,3760969,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11418
22,10935,6,29,5,,Driver Inexperience,Unspecified,,,,,2017-09-29T00:00:00.000,40.847775,POINT (-73.901665 40.847775),,,,,-73.901665,0,0,0,0,0,0,0,0,CARTER AVENUE,EAST TREMONT AVENUE             ,13:45,3760194,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
32,11723,70,4,4,MANHATTAN,Failure to Yield Right-of-Way,,,,,,2017-09-29T00:00:00.000,40.718555,POINT (-73.988205 40.718555),,,,,-73.988205,0,0,0,0,1,0,1,0,DELANCEY STREET,ESSEX STREET                    ,18:25,3760970,PASSENGER VEHICLE,,,,,10002
30,15310,54,62,3,QUEENS,Unspecified,,,,,908       SENECA AVENUE                 ,2017-09-29T00:00:00.000,40.700294,POINT (-73.903496 40.700294),,,,,-73.903496,0,0,0,0,0,0,0,0,,,8:00,3760188,PASSENGER VEHICLE,,,,,11385
22,10936,6,29,5,,Other Vehicular,Other Vehicular,,,,,2017-09-29T00:00:00.000,40.8617,POINT (-73.89139 40.8617),,,,,-73.89139,1,0,0,0,0,0,1,0,,WEBSTER AVENUE                  ,13:04,3760184,BICYCLE,PASSENGER VEHICLE,,,,
34,15310,54,62,3,QUEENS,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.713013,POINT (-73.90802 40.713013),,,,,-73.90802,0,0,0,0,0,0,0,0,55 STREET,METROPOLITAN AVENUE             ,7:40,3760189,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11385
16,14197,26,69,3,,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.758373,POINT (-73.748886 40.758373),,,,,-73.748886,0,0,0,0,0,0,0,0,,,19:00,3760195,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
6,24668,41,61,3,,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,,2017-09-29T00:00:00.000,40.702293,POINT (-73.79117 40.702293),,,,,-73.79117,0,0,0,0,0,0,0,0,MERRICK BOULEVARD,LIBERTY AVENUE                  ,8:00,3760966,SPORT UTILITY / STATION WAGON,,,,,
43,10937,8,24,5,BRONX,Unspecified,Unspecified,,,,915       WESTCHESTER AVENUE            ,2017-09-29T00:00:00.000,40.821365,POINT (-73.89836 40.821365),,,,,-73.89836,0,0,0,0,0,0,0,0,,,0:00,3760386,PASSENGER VEHICLE,,,,,10459
50,11723,70,4,4,,Unsafe Lane Changing,Unspecified,,,,,2017-09-29T00:00:00.000,40.71186,POINT (-73.97807 40.71186),,,,,-73.97807,0,0,0,0,0,0,0,0,,,21:00,3760967,TAXI,PASSENGER VEHICLE,,,,
46,24669,41,71,3,QUEENS,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.678364,POINT (-73.77949 40.678364),,,,,-73.77949,0,0,0,0,0,0,0,0,BREWER BOULEVARD,BAISLEY BOULEVARD               ,15:15,3760219,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11434
35,13093,7,16,4,MANHATTAN,Unspecified,,,,,2282      3 AVENUE                      ,2017-09-29T00:00:00.000,40.803127,POINT (-73.93625 40.803127),,,,,-73.93625,0,0,0,0,0,0,0,0,,,11:04,3759692,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10035
29,11606,6,29,5,BRONX,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.860264,POINT (-73.90164 40.860264),,,,,-73.90164,0,0,0,0,0,0,0,0,WALTON AVENUE,EAST 184 STREET                 ,9:15,3760182,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10468
28,24014,46,60,3,,Lost Consciousness,Driver Inattention/Distraction,,,,,2017-09-29T00:00:00.000,40.704033,POINT (-73.81711 40.704033),,,,,-73.81711,0,0,1,0,0,0,1,0,,HILLSIDE AVENUE                 ,16:15,3760171,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,,
46,24339,62,64,3,,Backing Unsafely,Unspecified,,,,,2017-09-29T00:00:00.000,40.6644,POINT (-73.80816 40.6644),,,,,-73.80816,0,0,0,0,0,0,0,0,,150 AVENUE                      ,17:48,3760196,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,,
32,11723,70,4,4,MANHATTAN,Other Vehicular,Unspecified,,,,,2017-09-29T00:00:00.000,40.721233,POINT (-73.98778 40.721233),,,,,-73.98778,0,0,0,0,0,0,0,0,STANTON STREET,LUDLOW STREET                   ,21:50,3760968,TAXI,SPORT UTILITY / STATION WAGON,,,,10002
21,14510,66,68,3,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.749866,POINT (-73.86273 40.749866),,,,,-73.86273,0,0,1,0,0,0,1,0,ROOSEVELT AVENUE,NATIONAL STREET                 ,15:30,3761075,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
45,18183,1,37,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.599117,POINT (-73.97472 40.599117),,,,,-73.97472,0,0,0,0,0,0,0,0,AVENUE T,VAN SICKLEN STREET              ,17:00,3760163,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11223
7,18180,9,45,2,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.648853,POINT (-74.01352 40.648853),,,,,-74.01352,0,0,2,0,0,0,2,0,,3 AVENUE                        ,14:45,3760159,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
44,13511,1,37,2,,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-29T00:00:00.000,40.6164,POINT (-74.00433 40.6164),,,,,-74.00433,0,0,0,0,0,0,0,0,,15 AVENUE                       ,0:00,3760164,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
6,24338,63,63,3,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.71143,POINT (-73.72845 40.71143),,,,,-73.72845,0,0,0,0,0,0,0,0,,,13:45,3760149,SPORT UTILITY / STATION WAGON,TAXI,,,,
,,,,,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,,,,,,,,0,0,3,0,0,0,3,0,,,17:30,3760148,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
48,17619,68,55,2,BROOKLYN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,63        FLATBUSH AVENUE               ,2017-09-29T00:00:00.000,40.68715,POINT (-73.97969 40.68715),,,,,-73.97969,0,0,0,0,0,0,0,0,,,14:30,3760155,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11217
51,12419,71,9,4,,Driver Inattention/Distraction,Following Too Closely,,,,,2017-09-29T00:00:00.000,40.752117,POINT (-73.96475 40.752117),,,,,-73.96475,0,0,0,0,0,0,0,0,,,8:05,3760951,PASSENGER VEHICLE,TAXI,,,,
37,17215,45,47,2,,Unspecified,,,,,,2017-09-29T00:00:00.000,40.677113,POINT (-73.87818 40.677113),,,,,-73.87818,0,0,0,0,0,0,0,0,,LIBERTY AVENUE                  ,16:20,3760145,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
38,18182,36,57,2,BROOKLYN,Unspecified,,,,,964       MANHATTAN AVENUE              ,2017-09-29T00:00:00.000,40.732082,POINT (-73.95457 40.732082),,,,,-73.95457,0,0,0,0,0,0,0,0,,,8:49,3760138,,,,,,11222
38,17613,36,57,2,BROOKLYN,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.721397,POINT (-73.95605 40.721397),,,,,-73.95605,0,0,1,0,0,0,1,0,NORTH 12 STREET,BERRY STREET                    ,2:00,3760141,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11249
37,17215,45,47,2,BROOKLYN,Passing or Lane Usage Improper,Failure to Yield Right-of-Way,,,,,2017-09-29T00:00:00.000,40.67632,POINT (-73.87467 40.67632),,,,,-73.87467,1,0,0,0,0,0,1,0,GLENMORE AVENUE,CRYSTAL STREET                  ,16:15,3760146,BICYCLE,PASSENGER VEHICLE,,,,11208
10,12074,12,7,4,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,215       7 AVENUE                      ,2017-09-29T00:00:00.000,40.743725,POINT (-73.99591 40.743725),,,,,-73.99591,0,0,0,0,0,0,0,0,,,0:00,3760115,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10011
,,,,,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,132       W 27 STREET                   ,2017-09-29T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,,,14:00,3760117,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,,10001
38,18182,36,57,2,BROOKLYN,Unspecified,,,,,50        EAGLE STREET                  ,2017-09-29T00:00:00.000,40.73478,POINT (-73.95895 40.73478),,,,,-73.95895,0,0,0,0,0,0,0,0,,,8:50,3760137,PASSENGER VEHICLE,,,,,11222
44,17616,1,37,2,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.595478,POINT (-74.00053 40.595478),,,,,-74.00053,0,0,0,0,0,0,0,0,,BAY PARKWAY                     ,11:30,3760166,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
50,12078,71,7,4,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,201       EAST 28 STREET                ,2017-09-29T00:00:00.000,40.741833,POINT (-73.98052 40.741833),,,,,-73.98052,0,0,0,0,0,0,0,0,,,15:30,3760111,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10016
50,11722,11,7,4,MANHATTAN,Passing or Lane Usage Improper,Backing Unsafely,,,,8         WEST 28 STREET                ,2017-09-29T00:00:00.000,40.74492,POINT (-73.9879 40.74492),,,,,-73.9879,0,0,0,0,0,0,0,0,,,16:50,3760112,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10001
50,12073,11,7,4,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.74285,POINT (-73.98872 40.74285),,,,,-73.98872,0,0,0,0,0,0,0,0,,WEST 25 STREET                  ,15:00,3760108,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
43,11269,35,31,5,BRONX,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.83887,POINT (-73.87811 40.83887),,,,,-73.87811,0,0,0,0,0,0,0,0,DEVOE AVENUE,EAST 177 STREET                 ,12:10,3760926,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10460
10,12073,11,7,4,,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.7429,POINT (-73.99281 40.7429),,,,,-73.99281,0,0,0,0,0,0,0,0,,AVENUE OF THE AMERICAS          ,16:50,3760113,PASSENGER VEHICLE,,,,,
,,,,,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-29T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,2 AVENUE,E 23rd St                       ,12:45,3760107,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10010
43,11269,35,31,5,,Turning Improperly,Unspecified,,,,,2017-09-29T00:00:00.000,40.840145,POINT (-73.87985 40.840145),,,,,-73.87985,0,0,0,0,0,0,0,0,,EAST TREMONT AVENUE             ,20:12,3760933,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
23,12428,37,19,4,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.82523,POINT (-73.94761 40.82523),,,,,-73.94761,0,0,1,0,0,0,1,0,AMSTERDAM AVENUE,WEST 145 STREET                 ,4:32,3760102,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10031
11,13510,61,40,2,BROOKLYN,Unspecified,Unspecified,,,,2820      SNYDER AVENUE                 ,2017-09-29T00:00:00.000,40.64884,POINT (-73.95102 40.64884),,,,,-73.95102,0,0,0,0,0,0,0,0,,,12:30,3760104,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11226
14,10700,30,75,1,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.61816,POINT (-74.162315 40.61816),,,,,-74.162315,0,0,0,0,0,0,0,0,,,16:25,3760918,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
